location,region,Image URL,2019-12-31,2020-01-01,2020-01-02,2020-01-03,2020-01-04,2020-01-05,2020-01-06,2020-01-07,2020-01-08,2020-01-09,2020-01-10,2020-01-11,2020-01-12,2020-01-13,2020-01-14,2020-01-15,2020-01-16,2020-01-17,2020-01-18,2020-01-19,2020-01-20,2020-01-21,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24
San Marino,Europe,https://www.countryflags.io/sm/flat/64.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,8.0,,10.0,15.0,22.0,23.0,26.0,37.0,49.0,62.0,66.0,67.0,73.0,92.0,98.0,102.0,104.0,109.0,126.0,151.0,151.0,151.0,187.0,187.0,208.0,218.0,223.0,224.0,229.0,229.0,230.0,236.0,245.0,251.0,259.0,266.0,277.0,279.0,308.0,333.0,344.0,356.0,356.0,356.0,372.0,392.0,426.0,435.0,455.0,461.0,462.0,476.0,488.0,501.0,513.0,513.0,538.0,538.0,553.0,563.0,569.0,580.0,580.0,582.0,582.0,589.0,608.0,622.0,623.0,637.0,628.0,628.0,638.0,643.0,648.0,652.0,653.0,654.0,654.0,655.0,656.0,658.0,661.0,665.0
Sao Tome and Principe,Africa,https://www.countryflags.io/st/flat/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,8.0,8.0,8.0,8.0,8.0,11.0,14.0,16.0,18.0,18.0,18.0,174.0,174.0,174.0,187.0,208.0,208.0,208.0,212.0,220.0,235.0,235.0,235.0,235.0,235.0,246.0,251.0,251.0,251.0,251.0,291.0
Saudi Arabia,Asia,https://www.countryflags.io/sa/flat/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,5.0,,7.0,11.0,15.0,20.0,45.0,62.0,86.0,86.0,118.0,133.0,133.0,171.0,238.0,274.0,392.0,511.0,562.0,767.0,900.0,1012.0,1104.0,1203.0,1229.0,1453.0,1563.0,1720.0,1885.0,1885.0,2179.0,2385.0,2523.0,2795.0,2932.0,3287.0,3651.0,4033.0,4462.0,4934.0,5369.0,5862.0,6380.0,7142.0,8274.0,9362.0,10484.0,11631.0,12772.0,13930.0,15102.0,16299.0,17522.0,18811.0,20077.0,21402.0,22753.0,24097.0,25459.0,27011.0,28656.0,30251.0,31938.0,33731.0,35432.0,37136.0,39048.0,41014.0,42925.0,44830.0,46869.0,49176.0,52016.0,54752.0,57345.0,59854.0,62545.0,65077.0,67719.0,70161.0
Senegal,Africa,https://www.countryflags.io/sn/flat/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,19.0,21.0,26.0,27.0,31.0,36.0,36.0,47.0,56.0,67.0,79.0,86.0,99.0,105.0,119.0,130.0,142.0,162.0,175.0,190.0,195.0,207.0,219.0,222.0,226.0,237.0,244.0,250.0,265.0,278.0,280.0,291.0,299.0,314.0,335.0,342.0,350.0,367.0,377.0,412.0,442.0,479.0,545.0,614.0,671.0,735.0,823.0,882.0,933.0,1024.0,1115.0,1182.0,1271.0,1329.0,1433.0,1492.0,1551.0,1634.0,1709.0,1886.0,1995.0,2105.0,2189.0,2310.0,2429.0,2480.0,2544.0,2617.0,2714.0,2812.0,2909.0,2976.0
Serbia,Europe,https://www.countryflags.io/rs/flat/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,18.0,24.0,41.0,46.0,55.0,57.0,72.0,94.0,126.0,135.0,149.0,188.0,222.0,249.0,303.0,384.0,457.0,659.0,741.0,741.0,900.0,1060.0,1171.0,1476.0,1624.0,1908.0,2200.0,2447.0,2666.0,2867.0,3105.0,3380.0,3630.0,4054.0,4465.0,4873.0,5318.0,5690.0,5994.0,6318.0,6630.0,6890.0,7114.0,7276.0,7483.0,7779.0,8042.0,8275.0,8497.0,8724.0,9009.0,9205.0,9362.0,9464.0,9557.0,9677.0,9791.0,9848.0,9943.0,10032.0,10114.0,10176.0,10243.0,10295.0,10374.0,10438.0,10496.0,10610.0,10699.0,10733.0,10833.0,10919.0,11024.0,11092.0
Seychelles,Africa,https://www.countryflags.io/sc/flat/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,4.0,4.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
Sierra Leone,Africa,https://www.countryflags.io/sl/flat/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,4.0,6.0,6.0,6.0,7.0,7.0,8.0,10.0,10.0,11.0,11.0,13.0,15.0,26.0,30.0,35.0,43.0,50.0,61.0,64.0,82.0,82.0,93.0,99.0,104.0,116.0,124.0,136.0,155.0,157.0,178.0,199.0,225.0,231.0,257.0,291.0,307.0,338.0,338.0,387.0,408.0,447.0,462.0,505.0,519.0,534.0,570.0,585.0,606.0,621.0
Singapore,Asia,https://www.countryflags.io/sg/flat/64.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,4.0,5.0,7.0,10.0,13.0,16.0,18.0,18.0,18.0,24.0,28.0,30.0,33.0,40.0,43.0,45.0,47.0,50.0,58.0,67.0,72.0,75.0,77.0,81.0,84.0,85.0,86.0,89.0,89.0,90.0,91.0,93.0,96.0,98.0,102.0,106.0,108.0,110.0,112.0,117.0,130.0,138.0,150.0,160.0,166.0,178.0,187.0,200.0,214.0,226.0,243.0,266.0,313.0,345.0,385.0,432.0,455.0,509.0,558.0,568.0,594.0,732.0,803.0,844.0,844.0,879.0,1000.0,1049.0,1114.0,1189.0,1309.0,1375.0,1481.0,1623.0,1909.0,1909.0,2299.0,2532.0,2918.0,3252.0,3699.0,4427.0,5050.0,5992.0,6588.0,8014.0,9125.0,10141.0,11178.0,12075.0,12693.0,13624.0,14423.0,14951.0,15641.0,16169.0,17101.0,17548.0,18205.0,18778.0,19410.0,20198.0,20939.0,21707.0,22460.0,23336.0,23787.0,24671.0,25346.0,26098.0,26891.0,27356.0,28038.0,28343.0,28794.0,29364.0,29812.0,30426.0,31068.0
Sint Maarten (Dutch part),Americas,https://www.countryflags.io/sx/flat/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,3.0,3.0,3.0,,6.0,16.0,23.0,23.0,23.0,25.0,25.0,40.0,40.0,50.0,50.0,50.0,50.0,52.0,52.0,57.0,57.0,57.0,64.0,67.0,68.0,68.0,73.0,73.0,73.0,73.0,74.0,75.0,75.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,78.0,78.0
Slovak Republic,Europe,https://www.countryflags.io/sk/flat/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,5.0,,7.0,10.0,21.0,30.0,44.0,61.0,84.0,97.0,107.0,123.0,137.0,178.0,185.0,191.0,204.0,216.0,226.0,295.0,295.0,336.0,336.0,363.0,400.0,426.0,450.0,471.0,485.0,534.0,581.0,682.0,701.0,715.0,728.0,742.0,769.0,835.0,863.0,977.0,1049.0,1089.0,1161.0,1173.0,1199.0,1244.0,1325.0,1360.0,1373.0,1379.0,1381.0,1384.0,1391.0,1396.0,1403.0,1407.0,1408.0,1413.0,1421.0,1429.0,1445.0,1455.0,1455.0,1457.0,1457.0,1465.0,1469.0,1477.0,1480.0,1493.0,1494.0,1495.0,1495.0,1496.0,1502.0,1503.0,1504.0
Slovenia,Europe,https://www.countryflags.io/si/flat/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.0,9.0,12.0,16.0,,31.0,57.0,96.0,141.0,181.0,219.0,253.0,275.0,286.0,319.0,341.0,383.0,414.0,442.0,480.0,528.0,577.0,632.0,691.0,730.0,763.0,814.0,841.0,897.0,934.0,977.0,997.0,1021.0,1055.0,1091.0,1124.0,1160.0,1188.0,1205.0,1212.0,1220.0,1248.0,1268.0,1304.0,1317.0,1330.0,1335.0,1340.0,1353.0,1366.0,1373.0,1388.0,1407.0,1407.0,1408.0,1418.0,1429.0,1434.0,1439.0,1439.0,1439.0,1445.0,1448.0,1449.0,1450.0,1454.0,1457.0,1460.0,1461.0,1463.0,1464.0,1465.0,1465.0,1466.0,1466.0,1467.0,1468.0,1468.0,1478.0,1478.0
Somalia,Africa,https://www.countryflags.io/so/flat/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,7.0,7.0,7.0,8.0,8.0,12.0,21.0,21.0,25.0,25.0,60.0,80.0,80.0,116.0,135.0,164.0,237.0,286.0,286.0,328.0,328.0,390.0,436.0,480.0,528.0,582.0,601.0,601.0,671.0,722.0,756.0,835.0,873.0,928.0,928.0,997.0,1054.0,1089.0,1170.0,1219.0,1284.0,1284.0,1357.0,1421.0,1455.0,1502.0,1573.0,1594.0,1594.0,1594.0
South Africa,Africa,https://www.countryflags.io/za/flat/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,7.0,0.0,13.0,17.0,24.0,24.0,51.0,62.0,85.0,116.0,150.0,205.0,240.0,274.0,402.0,557.0,709.0,927.0,1170.0,1187.0,1280.0,1326.0,1353.0,1380.0,1462.0,1505.0,1585.0,1655.0,1686.0,1749.0,1845.0,1934.0,2003.0,2028.0,2173.0,2272.0,2415.0,2506.0,2605.0,2783.0,3034.0,3158.0,3300.0,3465.0,3635.0,3953.0,4220.0,4361.0,4546.0,4793.0,4996.0,5350.0,5647.0,5951.0,6336.0,6783.0,7220.0,7572.0,7808.0,8232.0,8895.0,9420.0,10015.0,10652.0,11350.0,12074.0,12739.0,13524.0,14355.0,15515.0,16433.0,17200.0,18003.0,19137.0,20125.0,21343.0
South Sudan,Africa,https://www.countryflags.io/ss/flat/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,34.0,34.0,35.0,45.0,45.0,46.0,46.0,52.0,74.0,90.0,120.0,143.0,156.0,156.0,194.0,203.0,231.0,236.0,236.0,282.0,282.0,285.0,285.0,339.0,339.0,563.0
Spain,Europe,https://www.countryflags.io/es/flat/64.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,9.0,17.0,35.0,54.0,82.0,136.0,192.0,267.0,348.0,531.0,764.0,1094.0,1527.0,2299.0,3274.0,4427.0,5958.0,7641.0,9785.0,11491.0,13994.0,17688.0,21735.0,26304.0,31750.0,36616.0,41262.0,48953.0,57506.0,66460.0,75641.0,83885.0,90309.0,96122.0,104267.0,111680.0,119263.0,126535.0,133198.0,138731.0,142398.0,147607.0,153190.0,158935.0,163472.0,168022.0,171921.0,174951.0,178067.0,182491.0,186311.0,190129.0,193965.0,193252.0,195470.0,198421.0,200733.0,203649.0,205763.0,208269.0,209910.0,211570.0,213095.0,213942.0,215183.0,216570.0,217804.0,218739.0,219205.0,220244.0,221124.0,222045.0,223218.0,223961.0,227377.0,227770.0,228252.0,228691.0,229540.0,230183.0,230698.0,231350.0,231606.0,232037.0,232555.0,233037.0,234824.0,235290.0,
Sri Lanka,Asia,https://www.countryflags.io/lk/flat/64.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,2.0,3.0,6.0,11.0,19.0,29.0,42.0,42.0,53.0,66.0,78.0,87.0,97.0,102.0,102.0,106.0,106.0,115.0,120.0,120.0,122.0,143.0,148.0,151.0,159.0,166.0,178.0,185.0,189.0,190.0,197.0,199.0,210.0,218.0,233.0,237.0,238.0,244.0,254.0,295.0,304.0,310.0,330.0,368.0,420.0,462.0,523.0,588.0,619.0,649.0,665.0,690.0,705.0,718.0,755.0,771.0,797.0,824.0,835.0,847.0,863.0,869.0,889.0,915.0,925.0,935.0,960.0,981.0,992.0,1027.0,1028.0,1055.0,1068.0,1089.0
St. Kitts and Nevis,Americas,https://www.countryflags.io/kn/flat/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,7.0,7.0,8.0,8.0,8.0,9.0,10.0,10.0,11.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,14.0,14.0,14.0,14.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
St. Lucia,Americas,https://www.countryflags.io/lc/flat/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,9.0,9.0,13.0,13.0,13.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,17.0,17.0,17.0,17.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
St. Vincent and the Grenadines,Americas,https://www.countryflags.io/vc/flat/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,7.0,7.0,7.0,7.0,8.0,8.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,13.0,13.0,14.0,14.0,14.0,15.0,16.0,16.0,16.0,16.0,16.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,18.0,18.0,18.0,18.0
Sudan,Africa,https://www.countryflags.io/sd/flat/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,5.0,5.0,6.0,7.0,7.0,7.0,7.0,10.0,12.0,12.0,14.0,14.0,14.0,15.0,19.0,19.0,29.0,32.0,32.0,32.0,32.0,66.0,66.0,92.0,107.0,140.0,162.0,174.0,213.0,237.0,275.0,318.0,375.0,442.0,442.0,592.0,678.0,678.0,778.0,852.0,930.0,1111.0,1164.0,1363.0,1526.0,1661.0,1818.0,1964.0,1964.0,1964.0,2289.0,2591.0,2591.0,2728.0,3138.0,3378.0,3628.0
Suriname,Americas,https://www.countryflags.io/sr/flat/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,5.0,5.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0
Sweden,Europe,https://www.countryflags.io/se/flat/64.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,7.0,12.0,13.0,14.0,15.0,24.0,35.0,61.0,137.0,161.0,203.0,248.0,326.0,462.0,620.0,775.0,924.0,1032.0,1121.0,1167.0,1301.0,1423.0,1623.0,1746.0,1906.0,2016.0,2272.0,2510.0,2806.0,3046.0,3447.0,3700.0,4028.0,4435.0,4947.0,5466.0,6078.0,6443.0,6830.0,7206.0,7693.0,8419.0,9141.0,9685.0,10151.0,10483.0,10948.0,11445.0,11927.0,12540.0,13216.0,13822.0,14385.0,14777.0,15322.0,16004.0,16755.0,17567.0,18177.0,18640.0,18926.0,19621.0,20302.0,21092.0,21520.0,22082.0,22317.0,22721.0,23216.0,23918.0,24623.0,25265.0,25921.0,26322.0,26670.0,27272.0,27909.0,28582.0,29207.0,29677.0,30143.0,30377.0,30799.0,31523.0,32172.0,32809.0,33188.0
Switzerland,Europe,https://www.countryflags.io/ch/flat/64.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,12.0,18.0,24.0,30.0,37.0,57.0,87.0,209.0,264.0,332.0,374.0,490.0,642.0,854.0,1121.0,1359.0,2200.0,2200.0,2650.0,3010.0,3888.0,4840.0,6077.0,6971.0,8015.0,8789.0,9714.0,10714.0,12104.0,13152.0,14274.0,15412.0,16108.0,17070.0,18194.0,19227.0,20201.0,21022.0,21574.0,22164.0,22710.0,23495.0,24228.0,24820.0,25220.0,25499.0,25753.0,26336.0,26651.0,26997.0,27322.0,27658.0,27826.0,27981.0,28186.0,28414.0,28595.0,28811.0,28978.0,29081.0,29181.0,29324.0,29503.0,29622.0,29734.0,29822.0,29898.0,29926.0,29977.0,30043.0,30124.0,30168.0,30222.0,30261.0,30297.0,30330.0,30380.0,30431.0,30489.0,30504.0,30514.0,30535.0,30575.0,30611.0,30624.0,30642.0
Syrian Arab Republic,Asia,https://www.countryflags.io/sy/flat/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,5.0,5.0,5.0,9.0,10.0,10.0,10.0,16.0,16.0,16.0,19.0,19.0,19.0,19.0,19.0,19.0,25.0,25.0,25.0,29.0,33.0,33.0,38.0,38.0,39.0,39.0,42.0,42.0,42.0,42.0,42.0,43.0,43.0,43.0,43.0,43.0,44.0,44.0,44.0,44.0,44.0,45.0,45.0,47.0,47.0,47.0,47.0,47.0,48.0,48.0,50.0,51.0,58.0,58.0,58.0,58.0,58.0,59.0,70.0
Tajikistan,Asia,https://www.countryflags.io/tj/flat/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,15.0,32.0,76.0,230.0,293.0,379.0,461.0,522.0,612.0,612.0,661.0,729.0,801.0,907.0,1118.0,1322.0,1524.0,1729.0,1729.0,1936.0,2140.0,2350.0,2551.0
Tanzania,Africa,https://www.countryflags.io/tz/flat/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,3.0,3.0,6.0,12.0,12.0,12.0,12.0,13.0,13.0,13.0,14.0,19.0,19.0,20.0,21.0,21.0,21.0,22.0,24.0,24.0,25.0,25.0,32.0,32.0,32.0,46.0,53.0,88.0,94.0,147.0,148.0,170.0,170.0,254.0,285.0,285.0,300.0,300.0,300.0,300.0,306.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0
Thailand,Asia,https://www.countryflags.io/th/flat/64.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,5.0,5.0,8.0,14.0,14.0,14.0,14.0,19.0,19.0,19.0,19.0,25.0,25.0,25.0,32.0,32.0,32.0,32.0,33.0,33.0,33.0,34.0,34.0,34.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,37.0,40.0,40.0,40.0,42.0,42.0,43.0,,,47.0,,50.0,,,,59.0,70.0,,82.0,82.0,114.0,177.0,177.0,177.0,212.0,366.0,599.0,721.0,827.0,934.0,1045.0,1136.0,1136.0,1245.0,1388.0,1651.0,1651.0,1771.0,1875.0,1978.0,2169.0,2220.0,2258.0,2369.0,2423.0,2473.0,2518.0,2551.0,2579.0,2613.0,2643.0,2672.0,2700.0,2700.0,2733.0,2765.0,2792.0,2811.0,2839.0,2839.0,2854.0,2922.0,2922.0,2938.0,2938.0,2954.0,2960.0,2960.0,2966.0,2969.0,2987.0,2988.0,2989.0,2992.0,3000.0,3004.0,3015.0,3015.0,3017.0,3017.0,3018.0,3025.0,3028.0,3028.0,3031.0,3034.0,3034.0,3037.0,3040.0,3040.0
Timor-Leste,Asia,https://www.countryflags.io/tl/flat/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,6.0,6.0,18.0,18.0,18.0,19.0,22.0,23.0,23.0,23.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
